,title,brand,model,price,discount,discount_%,sex,colour,cushioning,stability,best_use_surface,midsole,outsole,upper,link_shoes
268,Salomon Phantasm,Salomon,Phantasm,160.0,119.96,74.97,women, Patina Green/Blue/Red,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",Energy Surgeprovides excellent energy return along with a high level of cushioning and durability.Reverse Cambergeometry provides a smooth rocker shape.Glass Fiber Energy Blade is a stiff plate with a 3-pronged design that is made for forefoot strikers and delivers forward propulsion and high energy return all while not taking away from the feel of the midsole.,Contagrip offers a trustworthy grip while running on the road.,Meshupper made for comfortable support and breathability.  ,https://www.runningwarehouse.com/Salomon_Phantasm/descpage-SPHMW02.html
269,Salomon Spectur,Salomon,Spectur,130.0,79.88,61.45,women, Tulipwood/Lunar Rock,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",Energy Surgeprovides excellent energy return along with a high level of cushioning and durability.Reverse Cambergeometry provides a smooth rocker shape.Glass Fiber Energy Bladeis a stiff plate with a 3-pronged design that is made for forefoot strikers and delivers forward propulsion and high energy return all while not taking away from the feel of the midsole.,Contagripoffers a trustworthy grip while running on the road.,Meshupper made for comfortable support and breathability.  ,https://www.runningwarehouse.com/Salomon_Spectur/descpage-SSPCW01.html
270,Saucony Tempus,Saucony,Tempus,160.0,112.0,70.0,women, White/VIZI Pink,High,Mod,"All Around,Fast Runs,Roads and Pavement","PWRRUN PBis an ultralight PeBa-based foamthat provides an extremely bouncy running experience.Contoured PWRRUN Frame starts above the midsole to support the foot upon landing, and gives a snappy toe-off.",XT-900 Carbon Rubberis placed strategically to increase traction and durability while keeping weight to a minimum.,FORMFITmesh upper was inspired by Saucony's track spikes to stretch and adapt for the ultimate light and unrestrained feeling.Heel Support Framesupports the heel through the gait cycle.  ,https://www.runningwarehouse.com/Saucony_Tempus/descpage-STP1W12.html
271,Saucony Peregrine 13,Saucony,Peregrine 13,140.0,98.0,70.0,women, Arroyo,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",PWRRUNcushioning ensures a responsive yet protective feel.,PWRTRACis a tacky rubber compound that offers significantly more traction than traditional rubber.5.0mm Lugsprovides additional traction and adaptable to changing trail conditions.Rock plateprotects your feet from sharp trail objects.,Updated reinforcedupper helps protect feet from trail debris.  ,https://www.runningwarehouse.com/Saucony_Peregrine_13/descpage-SPE13W5.html
272,Saucony Endorphin Speed 3,Saucony,Endorphin Speed 3,169.95,0.0,0.0,women, Sprig/Black,High,Neutral,"All Around,Fast Runs,Racing,Roads and Pavement",PWRRUN PBis an ultralight foam that provides an extremely bouncy running experience.S-Curve Nylon Platekeeps your momentum going with a semi-rigid design that provides snappy transitions.SPEEDROLLis an always forward geometry that creates a lively rolling feel underfoot.,XT 900 Rubberis placed strategically to increase traction and durability while keeping weight to a minimum.,FORMFITmesh upper was inspired by Saucony's track spikes to stretch and adapt for the ultimate light and unrestrained feeling.Heel Support Framesupports the heel through the gait cycle.  ,https://www.runningwarehouse.com/Saucony_Endorphin_Speed_3/descpage-SES3W10.html
273,Saucony Ride 16,Saucony,Ride 16,139.95,0.0,0.0,women, Rose/Black,High,Neutral,"All Around,Cushioned Comfort,Walking",PWRRUNfoam is a soft and lively foam with excellent durability and a touch of softness.,Strategically Blown Rubber is Saucony's rubber outsole that is placed in high wear areas for high levels of traction.,PWRRUN+sockliner provides a soft and strong heel lockdown.Updated Engineered Mesh creates a cool and breathable upper.  ,https://www.runningwarehouse.com/Saucony_Ride_16/descpage-SR16W03.html
274,Saucony Kinvara 14,Saucony,Kinvara 14,119.95,0.0,0.0,women, Citron/Black,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement","PWRRUN foam is a lightweight foam that offers comfort, rebound, and durability.PWRRUN+ is additional form that provides a lightweight and springy underfoot feel.",Strategic Rubberis place in forefoot and heel to offer added durability in high wear areas.,Updated Engineered mesh streamlined upper material that creates a lightweight and breathable construction  ,https://www.runningwarehouse.com/Saucony_Kinvara_14/descpage-SK14W02.html
275,Saucony Guide 16,Saucony,Guide 16,140.0,98.0,70.0,women, Fossil/Ether,Medium,Mod,"All Around,Casual Wear,Walking,Roads and Pavement",PWRRUNprovides a lively ride with excellent durability and a touch of softness.HOLLOW-TECH Support Creates medial stability that is lightweight and feels less intrusive.,"Rubber increases the flexibility, adaptability, and durability of the shoe.",Updated Engineered mesh providing a simple and breathable upper.  ,https://www.runningwarehouse.com/Saucony_Guide_16/descpage-SG16W03.html
276,Saucony Endorphin Elite,Saucony,Endorphin Elite,274.95,0.0,0.0,women, Mars,High,Neutral,"Fast Runs,Racing,Roads and Pavement","PWWRUN HGfoam is bouncy, lively, and lightweight.Carbon-Fiber Plate is forked and works with the foam to deliver a poppy ride.",Rubberis thin and strategically placed to keep weight down without compromising traction.,"Knit Mesh is lightweight, breathable, and secure.Midfoot Lacing Structureoffers a highly secure and comfortable fit.  ",https://www.runningwarehouse.com/Saucony_Endorphin_Elite/descpage-SAEEW2.html
277,Saucony Endorphin Pro 3,Saucony,Endorphin Pro 3,224.95,0.0,0.0,women, Invader,High,Neutral,"Racing,Roads and Pavement",PWRRUN PBis an ultralight foamthat provides an extremely bouncy running experience.S-Curve Carbon Fiber Plateworks with the PWRRUN PB to reduce fatigue while running at top speeds.SPEEDROLLis an always forward geometry that creates a lively rolling feel underfoot.,Carbon Rubberis placed strategically to increase traction and durability while keeping weight to a minimum.,FORMFIT Mesh Upper is lightweight and breathable  ,https://www.runningwarehouse.com/Saucony_Endorphin_Pro_3/descpage-SEP3W08.html
278,Saucony Endorphin Pro 2,Saucony,Endorphin Pro 2,200.0,99.88,49.94,women, Concord/Jade,High,Neutral,"Racing,Roads and Pavement",PWRRUN PBis an ultralight PeBa-based foamthat provides an extremely bouncy running experience.Carbon Fiber Plateworks with the PWRRUN PB to reduce fatigue while running at top speeds.SPEEDROLLis an always forward geometry that creates a lively rolling feel underfoot.,Carbon Rubberis placed strategically to increase traction and durability while keeping weight to a minimum.,FFORMFITmesh upper is light and breathable.Heel Support Framesupports the heel through the gait cycle.  ,https://www.runningwarehouse.com/Saucony_Endorphin_Pro_2/descpage-SME2WS2.html
279,Saucony Endorphin Speed 3 RunShield,Saucony,Endorphin Speed 3 RunShield,179.95,0.0,0.0,women, Promi,High,Neutral,"All Around,Fast Runs,Racing,Roads and Pavement",PWRRUN PBis an ultralight foam that provides an extremely bouncy running experience.S-Curve Nylon Platekeeps your momentum going with a semi-rigid design that provides snappy transitions.SPEEDROLLis an always forward geometry that creates a lively rolling feel underfoot.,XT 900 Rubberis placed strategically to increase traction and durability while keeping weight to a minimum.,Runshieldwater-resistant upper keeps your feet dry throughout your run.Heel Support Framesupports the heel through the gait cycle.  ,https://www.runningwarehouse.com/Saucony_Endorphin_Speed_3_RunShield/descpage-SES3W06.html
280,Saucony Endorphin Shift 3,Saucony,Endorphin Shift 3,150.0,105.0,70.0,women, Night/Concrete,Maximal,Neutral,"All Around,Fast Runs,Roads and Pavement",PWRRUNcushioning underfoot provides a just-right softness that feels forgiving without being squishy.SPEEDROLLis an always forward geometry that creates a lively rolling feel underfoot.,XT-900rubber outsole is placed strategically to increase traction and durability.,Engineered Mesh Upperstretches and adapts for the ultimate light and unrestrained feeling.FORMFIThugs the foot in 3D comfort and delivers Saucony's most personalized fit yet.TPU Heel Counterworks in unison with the medial rubber wrap to create structural support while keeping weight to a minimum.  ,https://www.runningwarehouse.com/Saucony_Endorphin_Shift_3/descpage-SEH3W07.html
281,Saucony Endorphin Shift 3 RunShield,Saucony,Endorphin Shift 3 RunShield,160.0,112.0,70.0,women, Miles,Maximal,Neutral,"All Around,Fast Runs,Cushioned Comfort,Roads and Pavement",PWRRUNcushioning underfoot provides a just-right softness that feels forgiving without being squishy.SPEEDROLLis an always forward geometry that creates a lively rolling feel underfoot.,XT-900rubber outsole is placed strategically to increase traction and durability.,Runshieldwater resistant upper keeps your feet dry throughout your run.FORMFIThugs the foot in 3D comfort and delivers Saucony's most personalized fit yet.TPU Heel Counterworks in unison with the medial rubber wrap to create structural support while keeping weight to a minimum.  ,https://www.runningwarehouse.com/Saucony_Endorphin_Shift_3_RunShield/descpage-SEH3W06.html
282,Saucony Endorphin Edge,Saucony,Endorphin Edge,199.95,0.0,0.0,women, Soot/Basalt,High,Neutral,"All Around,Fast Runs,Rocky and Technical Trails",PWRRUN PBis an ultralight foam that provides a bouncy and responsive running experience.Carbitex AFX 3-quarter carbon-fiber plategives you speed and efficiency without muting ground feel.,PWRTRACis gripped for rugged terrain and has 4mm lugs to ensure traction in all conditions.,"Lightweight Meshis lightweight, breathable, and has a higher absorption and evaporation rate to pull moisture from your foot.  ",https://www.runningwarehouse.com/Saucony_Endorphin_Edge/descpage-SEEW04.html
283,Saucony Endorphin Cheetah Spikes,Saucony,Endorphin Cheetah Spikes,180.0,126.0,70.0,women, Black/VIZI,,,"Mid-Distance (800-1500m),Distance (3k-10k),Women's Rubber Appropriate",PWRRUN HG cushioning is incredibly resilient.Carbon-Fiber Plate provides optimal stiffness to get runners on their toes.,Pebax Spike Plate for lightweight durability and traction. ,Mesh upper for breathable and secure fit.   ,https://www.runningwarehouse.com/Saucony_Endorphin_Cheetah_Spikes/descpage-SENCHW1.html
284,Saucony Endorphin 3 Spikes,Saucony,Endorphin 3 Spikes,120.0,44.88,37.4,women, Cool Mint/Black,,,"Sprint (100-400m),Women's Rubber Appropriate","SSL EVAis Saucony's premium midsole material for lightweight comfort, rebound and durability.","Pebax Plateis a polymer plate that provides lightweight, flexible traction.Contains 4 spike receptacles per shoe.","Woven Upperdelivers lightweight breathability as well as seamless support.Flex Film Overlaysare made of a thin film that is welded to the upper for a snug, secure fit.  ",https://www.runningwarehouse.com/Saucony_Endorphin_3_Spikes/descpage-SEND3W6.html
285,Saucony Kinvara 13,Saucony,Kinvara 13,120.0,74.88,62.4,women, Horizon/Shadow,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement","PWRRUNis a midsole material used for lightweight comfort, rebound, and durability.PWRRUN+topsole provides a lightweight and springy underfoot feel.",Strategic Rubberplacement in forefoot and heel offers added durability in high wear areas.,"Single Layer Engineered meshcomprises the upper, updated to be simple while providing lightweight breathability.  ",https://www.runningwarehouse.com/Saucony_Kinvara_13/descpage-SK13W09.html
286,Saucony Ride 15 TR,Saucony,Ride 15 TR,140.0,98.0,70.0,women, Desert/Sprig,High,Neutral,"All Around,Smooth Trails and Fireroads,Rocky and Technical Trails",PWRRUNfoam is now enhanced to give runners a soft and lively ride with excellent durability and a touch of softness.,Lateral Flex Grooveadds smooth flexibility to the Ride 15 TR. This deep flex groove provides natural flexibility.Segmented PWRTRAC Outsolefor increased grip added durability in high wear areas.,Gilly Strap Lockdowndelivers a form-fitting lock-in around the midfoot.  ,https://www.runningwarehouse.com/Saucony_Ride_15_TR/descpage-SR15TW3.html
287,Saucony Ride 15 TR GTX,Saucony,Ride 15 TR GTX,160.0,112.0,70.0,women, Black/Charcoal,High,Neutral,"Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",PWRRUNfoam is now enhanced to give runners a soft and lively ride with excellent durability and a touch of softness.,Lateral Flex Grooveadds smooth flexibility to the Ride 15 TR. This deep flex groove provides natural flexibility.Segmented PWRTRAC Outsolefor increased grip added durability in high wear areas.,Gilly Strap Lockdowndelivers a form-fitting lock-in around the midfoot.GORE-TEXprovides waterproofing in adverse weather.  ,https://www.runningwarehouse.com/Saucony_Ride_15_TR_GTX/descpage-SR5TGW1.html
288,Saucony Ride 15,Saucony,Ride 15,140.0,84.88,60.63,women, Prospect Glass,Medium,Neutral,"All Around,Walking,Roads and Pavement",PWRRUNfoam is now enhanced to give runners a soft andlively ride with excellent durability and a touch of softness.,Lateral Flex Groove adds smooth flexibility to the Ride 15. This deep flex groove provides natural flexibility which is needed when stack height increases.Strategically Blown Rubberfor added durability in high wear areas.,Gilly Strap LockDowndelivers a form-fitting lock in around the midfoot.  ,https://www.runningwarehouse.com/Saucony_Ride_15/descpage-SR15W08.html
289,Saucony Ride 15 RunShield,Saucony,Ride 15 RunShield,150.0,49.88,33.25,women, Promises,Medium,Neutral,"All Around,Walking,Roads and Pavement",PWRRUNfoam is now enhanced to give runners a soft andlively ride with excellent durability and a touch of softness.,Lateral Flex Groove adds smooth flexibility to the Ride 15. This deep flex groove provides natural flexibility which is needed when stack height increases.Strategically Blown Rubberfor added durability in high wear areas.,Runshieldwater-resistant upper keeps your feet dry throughout your run.Gilly Strap LockDowndelivers a form-fitting lock in around the midfoot.  ,https://www.runningwarehouse.com/Saucony_Ride_15_RunShield/descpage-SR15W11.html
290,Saucony Triumph 20,Saucony,Triumph 20,160.0,112.0,70.0,women, Fog/Vapor,High,Neutral,"All Around,Walking,Roads and Pavement",PWRRUN+is a full-length responsive cushioning compound that provides a springy and responsive underfoot feel.,"Tri-Flexdesign has been updated to help increase the flexibility, adaptability, and durability of the shoe.XT-900 Carbon Rubberfor added durability and traction.","Engineered meshcomprises the upper, updated to provide lightweight breathability.FORMFIT Contoured Footbedcreates a cradle for your foot that provides added guidance and support.  ",https://www.runningwarehouse.com/Saucony_Triumph_20/descpage-ST20W09.html
291,Saucony Triumph 20 RunShield,Saucony,Triumph 20 RunShield,170.0,119.0,70.0,women, Miles To Go,Medium,Neutral,"All Around,Cushioned Comfort,Walking,Roads and Pavement",PWRRUN+is a full-length responsive cushioning compound that provides a springy and responsive underfoot feel.,"Tri-Flexdesign has been updated to help increase the flexibility, adaptability, and durability of the shoe.XT-900 Carbon Rubberfor added durability and traction.",RunShieldwater resistant upper keeps your feet dry throughout your run.FORMFIT Contoured Footbedcreates a cradle for your foot that provides added guidance and support.  ,https://www.runningwarehouse.com/Saucony_Triumph_20_RunShield/descpage-ST20W07.html
292,Saucony Peregrine 13 GTX,Saucony,Peregrine 13 GTX,160.0,112.0,70.0,women, Gravel/Black,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",PWRRUNcushioning ensures a responsive yet protective feel.,PWRTRACis a tacky rubber compound that offers significantly more traction than traditional rubber.5.0mm Lugsprovides additional traction and adaptable to changing trail conditions.Rock plateprotects your feet from sharp trail objects.,GORE-TEX Invisible Fit Technologyprovides a waterproof protection with a flexible feel.  ,https://www.runningwarehouse.com/Saucony_Peregrine_13_GTX/descpage-SP13GW1.html
293,Saucony Peregrine 12,Saucony,Peregrine 12,130.0,77.88,59.91,women, Cool Mint/Avid,Medium,Neutral,"All Around,Smooth Trails and Fireroads,Rocky and Technical Trails",PWRRUNcushioning ensures a responsive yet protective feel.,"PWRTRACis a tacky rubber compound that offers significantly more traction than traditional rubber. With 5.0 mm lugs, it can adapt to a variety of terrain.Rock plateprotects your feet from sharp trail objects.",Reinforcedupper helps protect feet from trail debris.  ,https://www.runningwarehouse.com/Saucony_Peregrine_12/descpage-SPI12W3.html
294,Saucony Peregrine ICE+ 3,Saucony,Peregrine ICE+ 3,150.0,105.0,70.0,women, Black/Summit,Low,Neutral,"All Around,Snowy and Icy Trails","PWRRUN is a cushioning compound that distributes pressure for a smooth, responsive ride.",Vibram Arctic Gripin high-contact areas for increased grip on icy terrain.IceTrekis designed with an aggressive pattern for flexibility and traction in cold weather conditions.,Weather Resistant Upper iswater-resistant and keeps your feet dry throughout your run.Panel-style midfootholds the foot comfortably and securely in place.RUNDRY collar liningsecures the heel while wicking moisture.Heel countersupports the heel through the gait cycle.Rubberized toe tipenhances durability and protection.  ,https://www.runningwarehouse.com/Saucony_Peregrine_ICE_3/descpage-SPI3W1.html
295,Saucony Axon 3,Saucony,Axon 3,100.0,70.0,70.0,women, Fog/Peony,High,Neutral,"All Around,Cushioned Comfort,Casual Wear,Walking,Roads and Pavement","PWRRUN Foam for maximum cushioning and comfort.Speed-Driven Geometry design for forward momentum, rolling your gait into the next step.",Carbon Rubber Outsole for increase traction and durability during run or workouts.,Engineered Air Meshupper for a lightweight and breathable fit.  ,https://www.runningwarehouse.com/Saucony_Axon_3/descpage-SAX3W04.html
296,Saucony Echelon 9,Saucony,Echelon 9,150.0,105.0,70.0,women, Black/White,Medium,Neutral,"Cushioned Comfort,Walking,Roads and Pavement",PWRRUN provides a lively ride with excellent durability and a touch of softness.,"Tri-Flex outsole helps increase flexibility, adaptability, and durability of the shoe.",FORMFIT construction combines a breathable mesh upper with 3D printed overlays for a fit that accommodates a wide range of foot shapes.3D Heel Counter adds additional security for the foot.Foundation Platform is built on a straighter last shape that accommodates those with wider feet.  ,https://www.runningwarehouse.com/Saucony_Echelon_9/descpage-SE9W1.html
297,Saucony Freedom Crossport,Saucony,Freedom Crossport,149.95,0.0,0.0,women, Sprig/Soot,Low,Neutral,"All Around,Fast Runs,Gym Workouts,Roads and Pavement","PWRRUN PBfoam is alightweight foam that offers comfort, rebound, and durability.PWRRUN+ sockliner adds an extra layer of plush cushioning.",Strategic Rubberisplace in forefoot and heel to offer added durability in high wear areas.,Engineered meshstreamlined upper material that creates alightweight and breathable construction.High Collarwraps your foot for a secure and comfortable lockdown.  ,https://www.runningwarehouse.com/Saucony_Freedom_Crossport/descpage-SAFCW03.html
298,Saucony Freedom 5,Saucony,Freedom 5,150.0,99.88,66.59,women, Cool Mint/Acid,Medium,Neutral,"Fast Runs,Gym Workouts,Casual Wear,Walking,Roads and Pavement",PWRRUN PBis a high performance and light cushion package,Rubber outsoleis strategically placed for added durability and traction,"Simple Engineered meshkeeps the upper light, stylish, and breathable  ",https://www.runningwarehouse.com/Saucony_Freedom_5/descpage-SF05W03.html
299,Saucony Guide 15,Saucony,Guide 15,140.0,89.88,64.2,women, Sunstone/Night,Medium,Mod,"All Around,Walking,Roads and Pavement",PWRRUNprovides a lively ride with excellent durability and a touch of softness.HOLLOW-TECH Supportprovides medial stability that is lightweight and feels less intrusive.,"Rubberhelps increase the flexibility, adaptability, and durability of the shoe.",Engineered meshthat is simple and breathable.  ,https://www.runningwarehouse.com/Saucony_Guide_15/descpage-SG15W03.html
300,Saucony Omni 21,Saucony,Omni 21,140.0,98.0,70.0,women, Horizon/Shadow,High,Max,"Cushioned Comfort,Walking,Roads and Pavement",PWRRUN is a midsole material that provides a lively ride with excellent durability.EVERUNTopsoleprovides an additional layer of responsive cushioning to further enhance the energy return.FORMFITcombines contoured layers of foam to cradle the foot inside of the shoe.Medial Postin the midfoot works to correct overpronation.,"TRI-FLEXdesign helps increase flexibility, adaptability, and durability of the shoe.XT-900is a carbon rubber outsole material that offers durable traction.","Engineered Meshcovers forefoot of the upper to provide an adaptive, lightweight fit.FORMFITconstruction utilizes new materials to achieve a comfortable and secure feel.  ",https://www.runningwarehouse.com/Saucony_Omni_21/descpage-SO21W04.html
301,Saucony Xodus Ultra 2,Saucony,Xodus Ultra 2,149.95,0.0,0.0,women, Nebula,Medium,Neutral,"All Around,Cushioned Comfort,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",PWRRUN PB foam which offers a lightweight cushioning and a responsive underfoot experience.PWRRUNcage to provide stability through the gait cycle.,"3-Piece PWRTRACis a tacky rubber compound that offers stronger traction than traditional rubber, shaped to adapt to a variety of terrain.",Engineered meshupper for added support and comfort while maintaining breathability.  ,https://www.runningwarehouse.com/Saucony_Xodus_Ultra_2/descpage-SXOU2W3.html
302,Saucony Xodus Ultra,Saucony,Xodus Ultra,150.0,99.88,66.59,women, Sunstone/Night,Medium,Neutral,"All Around,Cushioned Comfort,Hiking,Rocky and Technical Trails","PWRRUN PB insert provides a lightweight, soft, and responsive underfoot experience.PWRRUN cage to provide stability through the gait cycle.","3-Piece PWRTRACis a tacky rubber compound that offers significantly more traction than traditional rubber, shaped in a multi-directional arrow-shaped pattern to adapt to a variety of terrain.Flex groovesincrease the ability of the shoe to adapt to variations underfoot.",Engineered meshupper for added support while maintaining breathability.  ,https://www.runningwarehouse.com/Saucony_Xodus_Ultra/descpage-SXDUW02.html
303,Saucony Fastwitch 9,Saucony,Fastwitch 9,100.0,49.88,49.88,women, Vizi Gold/Vizi Red,Low,Min,"Fast Runs,Racing,Roads and Pavement","SSL EVA is Saucony's premium midsole material for lightweight comfort, rebound, and durability.Dual Density Medial Post in the midfoot works to correct overpronation.",PWRTRAC offers significantly more traction than traditional rubber for superior traction on the roads.,"Engineered Air Mesh comprises the upper, providing lightweight breathability.  ",https://www.runningwarehouse.com/Saucony_Fastwitch_9/descpage-SFT9W5.html
304,Saucony Type A9,Saucony,Type A9,100.0,44.88,44.88,women, White/ViziPink,Minimal,Neutral,"Fast Runs,Racing,Roads and Pavement","SSL EVA is Saucony's premium midsole material for lightweight comfort, rebound, and durability.",XT-900 throughout the outsole is a carbon rubber material that offers durable traction.IBR+ in the forefoot is a lightweight flexible material that offers enhanced cushioning and a responsive ride.,"Open Mesh on the upper to provides a lightweight and seamless lockdown.Flex Film Overlays are made of a thin film that is welded to the upper for a snug, secure fit.  ",https://www.runningwarehouse.com/Saucony_Type_A9/descpage-STA09W2.html
305,Saucony Terminal VT Spikes,Saucony,Terminal VT Spikes,150.0,105.0,70.0,women, Black/VIZI,,,"Mid-Distance (800-1500m),Distance (3k-10k),Women's Rubber Appropriate",PWRRUN HG foam is lightweight and highly responsive.,Pebax Spike Plate offers secure traction while also keeping the weight at a minimum.,Mesh upper contains adaptable webbing material to deliver secure movement through every stride.  ,https://www.runningwarehouse.com/Saucony_Terminal_VT_Spikes/descpage-SATVTW1.html
306,Saucony Sinister,Saucony,Sinister,150.0,105.0,70.0,women, Citron/Black,Low,Neutral,"Fast Runs,Racing,Roads and Pavement",PWRRUN PB foam is a lightweight and ultra-resilient peba compound that is found in Saucony's premier running shoes.,Thin Rubber throughout the outsole for lightweight traction.,Ultra Thin Ripstop Fabric provides a breathable fit.Stretch Knit Tongue is sewn into the upper and provides a comfortable fit.  ,https://www.runningwarehouse.com/Saucony_Sinister/descpage-SASIW1.html
307,Saucony Soarin J 2 Spikes,Saucony,Soarin J 2 Spikes,100.0,34.88,34.88,unisex, Blue/Slime,,,,Die-cut EVA midsole for underfoot cushioning.,"Pebax Plate is a 3/4 length polymer plate that provides lightweight, flexible traction.Contains 8 spike receptacles per shoe.","ISOFIT is a stretchable mesh that adapts to the foot's size, shape, and movement, creating an ultra-soft, sock-like feel.Flex Film Overlays are made of a thin film that is welded to the upper for a snug, secure fit.Cross Strapacross the forefoot for increased security.YKK Zipper is located at the top of the shroud.  ",https://www.runningwarehouse.com/Saucony_Soarin_J_2_Spikes/descpage-SSRJ2M2.html
308,Saucony Uplift HJ 2 Spikes,Saucony,Uplift HJ 2 Spikes,100.0,34.88,34.88,unisex, Vizi Red/Citron,,,,Die-cut EVA midsole for underfoot cushioning.,XT-600 carbon rubber outsole material offers durability and traction.Contains 11 spike receptacles per shoe.,"ISOFIT is a stretchable mesh that adapts to the foot's size, shape, and movement, creating an ultra-soft, sock-like feel.Flex Film Overlays are made of a thin film that is welded to the upper for a snug, secure fit.Cross Straplocated over the midfoot provides increased security.  ",https://www.runningwarehouse.com/Saucony_Uplift_HJ_2_Spikes/descpage-SUPH2M3.html
309,Skechers GOrun Razor 4,Skechers Performance,GOrun Razor 4,129.95,0.0,0.0,women, Periwinkle/Purple,Medium,Neutral,"All Around,Fast Runs,Walking,Roads and Pavement"," Hyper Burst Pro isa highly responsive, ultra-lightweight, long-lasting, and resilient TPU cushioning. Arch Fitinsole provides podiatrist-certified arch support.",Goodyear Rubber outsoleis strategically placed for added durability and traction.,"Engineered Meshupper is durable, translucent, supportive, and breathable.3D-Printed Overlaysprovide support and comfort while keeping weight to a minimum.Molded Heel Counteroffers added support and a secure fit.  ",https://www.runningwarehouse.com/Skechers_GOrun_Razor_4/descpage-SKR4W1.html
310,Skechers GOrun Persistence,Skechers Performance,GOrun Persistence,114.95,99.95,86.95,women, Blue/Navy,Medium,Neutral,"All Around,Casual Wear,Walking,Roads and Pavement",ULTRA FLIGHTis a light cushioning that provides a responsive ride with plenty of protection.Carbon-Infused H-Plategenerates rigidity for a snappier and quicker transition.,Goodyear rubber outsolefor added durability and traction.,Mono Meshupper is lighter and more breathable.Soft overlaysprovide support and comfort while keeping weight to a minimum.Molded Heel Counteroffers added support and a secure fit.  ,https://www.runningwarehouse.com/Skechers_GOrun_Persistence/descpage-SKPEW1.html
311,Skechers GOrun Ride 11,Skechers Performance,GOrun Ride 11,119.95,0.0,0.0,women, Pink/Purple,High,Neutral,"All Around,Cushioned Comfort,Casual Wear,Roads and Pavement",HYPER BURST ICEoffers a plush and well cushioned underfoot experienceCARBON PLATE offers a responsive underfoot experience in the forefoot,GOODYEAR Rubberoffers a enhanced traction to a variety of road conditions,Updated Engineered Mesh offers a soft and highly breathable upper6mm HYPERBUST Insole offers a plush step in feel  ,https://www.runningwarehouse.com/Skechers_GOrun_Ride_11/descpage-SKR11W1.html
312,Skechers GOrun Ride 10,Skechers Performance,GOrun Ride 10,124.95,59.88,47.92,women, Black/White,High,Neutral,"All Around,Roads and Pavement",no information,no information,no information,https://www.runningwarehouse.com/Skechers_GOrun_Ride_10/descpage-SGR10W2.html
313,Skechers GOrun Max Road 6,Skechers Performance,GOrun Max Road 6,129.95,0.0,0.0,women, Blue/Lime,Maximal,Neutral,"All Around,Cushioned Comfort,Roads and Pavement",HYPER BURST ICEis an ultra-light cushioning that provides a highly cushioned midsole with a bouncy nature.Carbon-Infused Plategenerates rigidity for a snappier and quicker heel-toe transition.,"Goodyear rubber outsole is added for enhanceddurability, traction, and flexibility.","Updated Mesh Upper is a mesh that provides a soft fit, but is lighter and more breathable.Molded Heel Counteroffers added support and a secure fit.  ",https://www.runningwarehouse.com/Skechers_GOrun_Max_Road_6/descpage-SKMR6W1.html
314,Skechers GOrun Maxroad 5,Skechers Performance,GOrun Maxroad 5,134.95,89.88,66.6,women, Blue/Turquoise,High,Neutral,"All Around,Cushioned Comfort,Roads and Pavement",HYPER BURST is an ultra-light cushioning that provides a highly responsive ride with plenty of protection.M-Strike promotes efficient running mechanics by encouraging a midfoot strike.Carbon-Infused H-Plate generates rigidity for a snappier and quicker transition.,"Goodyear rubber outsole pods arestrategically placed for added durability, traction, and flexibility.Resagrip midsole podspromote an efficient midfoot strike.","Mono Meshupper provides a similar fit, but is lighter and more breathable.Soft overlaysprovide support and comfort while keeping weight to a minimum.Molded Heel Counteroffers added support and a secure fit.  ",https://www.runningwarehouse.com/Skechers_GOrun_Maxroad_5/descpage-SGMR5W2.html
315,The North Face Summit VECTIV Pro,The North Face, Summit VECTIV Pro,249.95,0.0,0.0,women, Yell/Slt,Medium,Neutral,"Fast Runs,Racing,Smooth Trails and Fireroads,Rocky and Technical Trails",VECTIV 2.0 Carbon-Fiber-Plate spans from the heel to the forefoot and is forked and winged at the forefoot (and winged at the heel) to provide reliable stability on technical terrain.Rocker Geometry provides long-lasting propulsion.PEBA and High-Rebound EVA Blendedfoam midsole is highly responsive and bouncy in addition to being highly cushioned and protective.,Surface CTRLRubber with 3.5mm lugs offers excellent traction on varied terrain.,Dual Layer TPU Mesh is breathable and does not hold water weight should runners encounter streams along the way.  ,https://www.runningwarehouse.com/The_North_Face_Summit_VECTIV_Pro/descpage-NFSVPW0.html
